TimeEstimation,TimeReal,clear_description,counting,current_trial,current_type,english_first,user_id_concent,video_really_lasted,TimeOfDay,alone,knew
120,64,Completely clear,No,2148,prosp_hl,No,mlMOZdgg9Ziqnq9,64003,,Yes,
15,8,Completely clear,No,980,prosp_hl,No,OYMhoWAPs60xuiE,8527,,Yes,
15,16,Clear,No,3740,prosp_hl,Yes,bmu1frDDzbGvVxE,16009,,No,
5,12,Clear,No,3123,prosp_hl,Yes,qrevWzTtBPEWsM3,12407,,No,
40,24,Completely clear,No,3378,prosp_hl,Yes,YNuaXiK19fDPJAq,24251,,No,
15,12,Completely clear,No,3862,prosp_hl,Yes,daGKCTcjpHXopxV,12251,,Yes,
30,48,Clear,No,2455,prosp_hl,Yes,HWzxJ1KMVNNZKBb,48250,,Yes,
3,3,Clear,No,2878,prosp_hl,Yes,BtFGQbCUFAcu0pO,3251,,No,
60,64,Clear,No,2118,prosp_hl,Yes,xal4ZBnhSlEzis1,64252,,Yes,
20,16,Completely clear,No,3168,prosp_hl,Yes,OI9dbkhpTd2SBqy,16010,,Yes,
4,2,Completely clear,No,2703,prosp_hl,Yes,P0h2iUAhEgvEJbN,2291,,Yes,
45,48,Clear,No,3178,prosp_hl,Yes,h1RQ6sWX6VRbbvZ,48005,,Yes,
3,2,Clear,No,2285,prosp_hl,Yes,OUfz1vzTbnd53y8,2256,,No,
2,1,Completely clear,No,4076,prosp_hl,Yes,1lFzxkKjGM5Ulga,1003,,Yes,
5,3,Completely clear,Yes,2347,prosp_hl,Yes,WzTUJVAJJGtPO4W,3003,,No,
15,3,Clear,No,48,prosp_hl,Yes,kGcTuiR0rMbciMf,3253,,Yes,
20,24,Clear,No,2811,prosp_hl,No,Zjb1U6tM5AR6nhQ,24003,,No,
6,4,Completely clear,No,1079,prosp_hl,Yes,WjZhvzWpJMigF7r,4266,,Yes,
15,6,Somewhat unclear,No,2379,prosp_hl,Yes,ScK46zKidrjD4oV,6252,,No,
20,24,Completely clear,No,3120,prosp_hl,Yes,XbuipsXZGav0Txi,24255,,Yes,
7,8,Completely clear,No,1778,prosp_hl,Yes,PvR4Rqk8fb3J8J2,8008,,Yes,
15,48,Clear,No,2338,prosp_hl,Yes,ZtuiU67NWqjBztB,48250,,Yes,
25,32,Somewhat unclear,No,367,prosp_hl,Yes,080AnbxDMSsJDWc,32260,,Yes,
18,12,Completely clear,No,763,prosp_hl,Yes,uxNJmE5P1gEAxgo,12129,,Yes,
20,8,Completely clear,No,954,prosp_hl,No,TlwWlA40sRBJErC,18370,,Yes,
60,48,Somewhat unclear,No,2258,prosp_hl,Yes,LMgzPpL3n8dz0jq,48579,,Yes,
1,3,Clear,No,3267,prosp_hl,No,Z0XXFCOn1iaMs3C,3251,,No,
45,32,Somewhat unclear,No,2717,prosp_hl,No,GhWQaj2pVUlfcpn,36272,,No,
5,6,Completely clear,Yes,244,prosp_hl,Yes,ItcHhW5xPGe2nCQ,6287,,Yes,
55,32,Completely clear,No,3291,prosp_hl,Yes,Rry6pBN5P7vnpWw,32208,,No,
6,4,Clear,No,2756,prosp_hl,No,MiYAklLHjWwqkD0,4252,,Yes,
4,4,Completely clear,No,2509,prosp_hl,No,raYxs0vIeM9614v,4251,,Yes,
60,48,Completely clear,No,2944,prosp_hl,Yes,4R0ViJ14UwFHUad,48256,,Yes,
3,2,Completely clear,No,2549,prosp_hl,Yes,C30azOizhlmGupF,2001,,Yes,
2,6,Clear,No,4100,prosp_hl,Yes,pDfVZhwYGrtSnxl,7583,,Yes,
30,16,Completely clear,No,4205,prosp_hl,Yes,PMrRItE142mc8SA,33485,,Yes,
2,1,Clear,No,2939,prosp_hl,Yes,o2ZqjmLZnJEr9pX,1252,,Yes,
5,4,Clear,No,2793,prosp_hl,Yes,6jIZighjPlIRSBK,4183,,Yes,
10,4,Clear,No,2972,prosp_hl,Yes,U2x08gqPHLh4BsV,4003,,No,
10,12,Completely clear,No,2966,prosp_hl,Yes,pdoSYic9mG5a94Y,12502,,Yes,
60,16,Completely clear,No,1697,prosp_hl,Yes,yIhesvTQY6tB5o4,81538,,Yes,
2,1,Clear,No,54,prosp_hl,Yes,SEfqBbJTRoq4A19,1253,,Yes,
8,16,Clear,No,3724,prosp_hl,Yes,6sJBkYGpYmW4rCb,16090,,Yes,
24,12,Completely clear,No,2247,prosp_hl,Yes,39j1SQWfOHvtAzw,12004,,Yes,
15,12,Completely clear,No,718,prosp_hl,No,ayIKzTQWqEUYg0K,13002,,Yes,
2,1,Completely clear,No,3070,prosp_hl,Yes,mIKHwuVcKnpAanD,1251,,Yes,
40,32,Clear,No,2856,prosp_hl,Yes,nC5gCaH8t99fAPl,32002,,No,
3,3,Clear,No,2945,prosp_hl,Yes,tCq0uJtDON8DYbh,3208,,Yes,
6,3,Completely clear,No,241,prosp_hl,Yes,hjbV1semhrnJM6g,3002,,Yes,
15,12,Clear,Yes,2658,prosp_hl,Yes,85d4n25HAHsJoEX,92493,,Yes,
120,24,Clear,No,1568,prosp_hl,No,nW74MpV4N5a98of,66559,,No,
0.7,1,Clear,No,51,prosp_hl,Yes,kV7ywx1FoJaJJaA,1250,,Yes,
15,12,Clear,No,4262,prosp_hl,Yes,1n9cUyecZyCytF5,12254,,Yes,
2,2,Completely clear,No,2649,prosp_hl,Yes,bcwWzlRq4b6BVG9,2251,,No,
20,16,Clear,No,1049,prosp_hl,Yes,Rk33zuK8AtigdfS,16095,,Yes,
5,48,Somewhat unclear,No,2150,prosp_hl,Yes,JBYR3lOKP1rqKhM,48252,,No,
0.7,6,Completely clear,No,3807,prosp_hl,Yes,vV0725GMF8luIBA,7361,,Yes,
1,1,Completely clear,No,2949,prosp_hl,Yes,kxEoLWMJSgrvcLN,1272,,Yes,
35,48,Clear,No,2326,prosp_hl,Yes,IdjFsnzY99XQ1EH,48254,,Yes,
6,6,Clear,No,1026,prosp_hl,Yes,SZrvNxmj2mJagFf,6218,,Yes,
20,12,Clear,No,4129,prosp_hl,Yes,U8w99vRNi1hI3DG,12001,,Yes,
9,8,Clear,Yes,1965,prosp_hl,Yes,aXF1H9hdokvyN35,8002,,Yes,
5,4,Clear,No,3,prosp_hl,Yes,TkMSfeVND8cdjm2,4002,,No,
1.5,2,Completely clear,No,2365,prosp_hl,Yes,Dn7inMR48HKLBdL,2252,,Yes,
4,3,Completely clear,No,3009,prosp_hl,Yes,X9i38r7QRi72wX1,3253,,Yes,
45,12,Clear,No,3657,prosp_hl,Yes,sldidsOnUOUepCO,42385,,No,
60,64,Completely clear,No,2476,prosp_hl,Yes,p82SdXqL1Fnzffc,64003,,No,
2,2,Clear,No,4026,prosp_hl,Yes,SpamlNv25MSiqvW,2252,,Yes,
30,64,Clear,No,1271,prosp_hl,No,KrDZVPbCUBfFPKJ,65861,,Yes,
1.2,3,Completely clear,Yes,1106,prosp_hl,Yes,3risEoVtcWSYJkx,4449,,Yes,
5,8,Completely clear,No,2739,prosp_hl,Yes,9juH45FV6sFbyfZ,8005,,No,
5,6,Clear,No,2493,prosp_hl,Yes,FOzhw4x9vVXDJQx,34000,,Yes,
20,16,Clear,No,3942,prosp_hl,Yes,xUJXtATLaqeZ5uX,28142,,Yes,
45,64,Somewhat unclear,No,2271,prosp_hl,Yes,htffoHDf9r9AkEa,64573,,No,
25,24,Clear,No,2625,prosp_hl,Yes,qUGJO3e3L86Jo0H,24098,,Yes,
30,16,Somewhat unclear,No,918,prosp_hl,Yes,nxKEFvCBPkGPfnE,16446,,Yes,
6,16,Completely clear,No,1971,prosp_hl,Yes,EFaKJdHDrC47HsU,30273,,Yes,
1,2,Completely clear,No,981,prosp_hl,No,hiVffI1i46Hw3Gn,2253,,Yes,
10,12,Clear,No,3795,prosp_hl,Yes,1qG6mizSNUFwkQa,12001,,Yes,
15,12,Completely clear,No,913,prosp_hl,Yes,1nqwfVgWJigNfYg,12016,,Yes,
5,8,Somewhat unclear,Yes,901,prosp_hl,Yes,JXlb8NeF2witcVm,8005,,Yes,
60,64,Completely clear,No,2305,prosp_hl,Yes,z4KbRjbrgQ69Ix5,64252,,Yes,
2,1.5,Completely clear,No,1954,prosp_hl,Yes,s7jPSFud9FRVa0d,1751,,Yes,
3,12,Completely clear,No,2997,prosp_hl,Yes,WvnS0P1puHMJIbr,11783,,Yes,
75,48,Clear,No,1852,prosp_hl,Yes,JK7ORNFzxj7Q5gA,65379,,Yes,
3,2,Completely clear,No,2673,prosp_hl,Yes,SPvGwKSRAaBUrIg,2250,,Yes,
11,16,Completely clear,No,3130,prosp_hl,No,S5eiyg3LLcGPgfV,37659,,Yes,
4,3,Completely clear,No,991,prosp_hl,No,YIfwuLUHWFWXhw2,4320,,Yes,
45,32,Completely clear,No,3943,prosp_hl,Yes,d32vvSzmRWMo9GP,32005,,Yes,
35,32,Completely clear,No,279,prosp_hl,Yes,1O85V61cjjZ9FBq,32002,,No,
35,64,Completely clear,No,2695,prosp_hl,Yes,UMv4mlVCJa9L31d,64252,,No,
25,16,Completely clear,No,2659,prosp_hl,Yes,imG8LiWm2QgqZBh,16253,,No,
2,2,Completely clear,No,3171,prosp_hl,Yes,jygng1bTbrjEyvu,2250,,Yes,
2,1,Completely clear,No,3901,prosp_hl,Yes,oko6I7OAvGUIfSV,1252,,Yes,
10,12,Clear,No,3216,prosp_hl,Yes,jnZpZgSQwr5Iq1q,12002,,Yes,
5,3,Completely clear,No,2343,prosp_hl,Yes,vyX4XhsTR0UOWue,3251,,Yes,
40,64,Clear,No,4031,prosp_hl,Yes,8jeEA05xSe4lDAF,64259,,No,
15,4,Completely clear,No,2884,prosp_hl,Yes,JjxuAmc79k0bO6c,4250,,No,
35,12,Somewhat unclear,No,388,prosp_hl,Yes,3TbABvHDuu25Iqj,12000,,Yes,
45,6,Clear,No,2520,prosp_hl,Yes,TeCNcWfTSDzYPal,100263,,Yes,
4,2,Somewhat unclear,No,2584,prosp_hl,Yes,YI69PeGyxxjhoFg,2001,,Yes,
60,64,Completely clear,No,50,prosp_hl,Yes,z2KHrefspxkd6D1,107198,,No,
30,3,Completely clear,No,2355,prosp_hl,Yes,voayhtrdN3tTR5D,41597,,Yes,
56,48,Completely clear,No,926,prosp_hl,Yes,d66zm5hvEROvF8o,48242,,No,
90,64,Completely clear,No,2722,prosp_hl,Yes,rdo8jPqAnfxkLNe,64200,,Yes,
3,1,Completely clear,No,3251,prosp_hl,Yes,UxHmmDXGXGUhPd1,1766,,No,
1,2,Clear,No,3937,prosp_hl,Yes,viCcnUqDXvmOk45,2077,,Yes,
30,32,Clear,No,3766,prosp_hl,Yes,Bc3HqBUQ3jJmFAb,32255,,Yes,
5,6,Somewhat unclear,No,2241,prosp_hl,Yes,UkPADXJf4zjvbrz,6000,,Yes,
5,6,Completely clear,No,3940,prosp_hl,Yes,s7Uv3LhuaCo1eEk,6355,,Yes,
70,64,Completely clear,No,1077,prosp_hl,Yes,JynZgR1HPFTZddI,71641,,Yes,
3,4,Somewhat unclear,No,1953,prosp_hl,Yes,xyIfCl1RFhiYCi2,4137,,No,
20,24,Completely clear,No,831,prosp_hl,Yes,8UnfTEQewva8FIk,24003,,Yes,
6,4,Clear,No,3709,prosp_hl,Yes,iQb1p8geItvckbM,6262,,Yes,
3,3,Clear,No,311,prosp_hl,Yes,q1xMp70CXz5DS1D,3503,,Yes,
1,1,Somewhat unclear,No,2320,prosp_hl,Yes,bTNndDv30vGX7zC,1002,,Yes,
25,32,Clear,No,4201,prosp_hl,Yes,c27PmVgBfJTdsWj,32251,,Yes,
40,48,Completely clear,No,2151,prosp_hl,Yes,u4UQE4B8WBJaq5l,48001,,Yes,
2,1.5,Completely clear,No,3837,prosp_hl,Yes,yrD5KUzsP7ElSFI,2299,,Yes,
30,24,Completely clear,No,2501,prosp_hl,Yes,awUnb85GKtZ6gSk,24002,,Yes,
5,4,Clear,No,2725,prosp_hl,Yes,tj91qoaFGTG4OXi,4254,,Yes,
15,12,Clear,No,2018,prosp_hl,Yes,qynkSruPEOXWnSg,12251,,No,
5,6,Somewhat unclear,No,1667,prosp_hl,Yes,asHwyMhNeBvfjio,6252,,Yes,
25,16,Clear,No,2225,prosp_hl,Yes,yG9WqTNWIBkrR7y,16252,,No,
4,4,Completely clear,No,3117,prosp_hl,Yes,CzFwG6mjBLXW3UR,4001,,Yes,
20,16,Completely clear,No,3910,prosp_hl,Yes,w29aGf4BmUm5Ie5,16004,,Yes,
8,12,Clear,No,1875,prosp_hl,Yes,l9SEui1hwAydxoH,12001,,Yes,
5,8,Clear,No,2233,prosp_hl,Yes,Oetlb9Q88KmBcEh,8185,,Yes,
3,1,Clear,No,2688,prosp_hl,Yes,kMgY73VNV9nr76O,1252,,Yes,
20,12,Clear,No,314,prosp_hl,Yes,mKM54ASCmR8R2Tn,12253,,Yes,
25,16,Completely clear,No,690,prosp_hl,Yes,1jIWJrocqpw6Akp,16255,,Yes,
1,16,Completely clear,No,3645,prosp_hl,Yes,kyftKyIZ5WiaNy7,21429,,Yes,
1,1,Clear,Yes,3938,prosp_hl,Yes,16fgADBtXjulQ2j,1002,,No,
15,16,Clear,No,869,prosp_hl,Yes,ixVCdceBl1YeISG,16005,,No,
70,64,Completely clear,No,4127,prosp_hl,Yes,eQIVZtlHDFTa16O,64250,,Yes,
2,1,Completely clear,No,2204,prosp_hl,Yes,TMtkWAcshbusuYr,1252,,Yes,
2.5,4,Completely clear,No,3090,prosp_hl,Yes,ztfQMFvLEHDzl8S,4252,,No,
36,8,Completely clear,No,2594,prosp_hl,Yes,OmFC8uqwLxiXWGX,54762,,Yes,
15,12,Somewhat unclear,No,481,prosp_hl,No,KD9A38Mh4y6DGa8,12072,,Yes,
25,32,Completely clear,No,2980,prosp_hl,Yes,RLKXPu1yy6QuUsq,32004,,Yes,
20,24,Clear,Yes,3703,prosp_hl,Yes,S4fMUQvXcmwbLhc,24253,,Yes,
15.2,8,Completely clear,No,2661,prosp_hl,Yes,E0KRr3ZK3JDYlT7,12214,,Yes,
120,64,Completely clear,No,889,prosp_hl,Yes,4kZIXfhQceVL5do,79014,,Yes,
8,8,Completely clear,No,2296,prosp_hl,Yes,JURnUBlYcHdaZtI,8252,,Yes,
1.3,64,Completely clear,No,4101,prosp_hl,Yes,snCMDY715vTQ8JT,64252,,Yes,
10,6,Completely clear,No,2786,prosp_hl,Yes,DLz2cQSYYx1z3H1,6501,,Yes,
15,16,Clear,No,3667,prosp_hl,Yes,JNDS1RFh76Du4ep,26366,,Yes,
17,12,Completely clear,No,3699,prosp_hl,No,dkU8MCyENnxosLc,12134,,Yes,
15,12,Completely clear,No,1855,prosp_hl,Yes,XIYXSJRFg9WiPJj,12004,,Yes,
90,48,Completely clear,No,984,prosp_hl,Yes,uOpa1UBwUHsQ7Uk,48254,,No,
11,12,Clear,No,44,prosp_hl,Yes,Le0PheowAfIfzn1,12002,,Yes,
45,24,Somewhat unclear,No,3984,prosp_hl,Yes,cqFjw96Jw5fvRtQ,24253,,Yes,
4,4,Somewhat unclear,No,2896,prosp_hl,Yes,QCcYbk7tsDrgagd,6510,,No,
2,2,Clear,No,2632,prosp_hl,Yes,6lz0u6lmvBxbEEe,2505,,No,
90,32,Completely clear,No,3122,prosp_hl,Yes,97qVdekaC9I5vFc,32252,,Yes,
0.5,6,Completely clear,No,2724,prosp_hl,Yes,lO497PBLDcF11D1,6502,,No,
25,12,Somewhat unclear,No,4065,prosp_hl,Yes,5PNErQKHdriyVfM,12253,,No,
3,4,Completely clear,No,1066,prosp_hl,Yes,8WCP5Y0owSqJb5D,4111,,Yes,
30,24,Completely clear,No,2340,prosp_hl,Yes,Q3fctHM9cbo6X4y,24001,,Yes,
0.2,12,Completely clear,No,4051,prosp_hl,Yes,cIVmKPHnk8Sfowd,12251,,No,
12,16,Completely clear,No,2368,prosp_hl,Yes,2HyoECBEo0bVNdL,16332,,No,
4,4,Clear,Yes,2912,prosp_hl,Yes,f8aC455Ux9UBDD9,4251,,Yes,
15,12,Completely clear,Yes,3982,prosp_hl,Yes,TKEXbbbk5lUacI7,13930,,No,
3,2,Completely clear,No,1065,prosp_hl,Yes,YtS20bLfTL9N60D,2253,,No,
2,2,Completely clear,No,2846,prosp_hl,Yes,hpB0FXvoOBKLz5o,2010,,Yes,
28,24,Completely clear,No,2322,prosp_hl,Yes,vYTqFELWRvodMhX,24252,,Yes,
6,6,Clear,No,2606,prosp_hl,Yes,uZVHLQkHB1eVe8X,6459,,Yes,
36,32,Completely clear,No,743,prosp_hl,Yes,h4MOmGSGgzzJBzH,37617,,Yes,
2,4,Completely clear,No,313,prosp_hl,Yes,NuElCm4cOcZEFGV,4253,,Yes,
50,48,Completely clear,Yes,2571,prosp_hl,Yes,lHuC5poujgK1cg1,48000,,No,
3,3,Clear,No,2820,prosp_hl,No,TtlIVrf3n7cOBPg,5457,,Yes,
4.5,2,Clear,No,3448,prosp_hl,No,1CRk7V8uDhz7KnN,2252,,Yes,
90,48,Completely clear,No,832,prosp_hl,No,e80YyYx8mxPYKor,48003,,Yes,
90,64,Completely clear,No,2634,prosp_hl,Yes,LiKMyQOFTyNKTlj,64506,,Yes,
120,48,Completely clear,No,1889,prosp_hl,No,mKG2IB78hJcchJC,63722,,Yes,
57,64,Clear,No,2199,prosp_hl,Yes,pxdXOIvJ8MKIQdR,64250,,Yes,
3,2,Completely clear,No,2092,prosp_hl,Yes,ZylE2phmRDozOGW,2252,,Yes,
25,48,Completely clear,No,2492,prosp_hl,Yes,iONgNA4Oe6iGjMw,48252,,Yes,
2,4,Completely clear,No,2409,prosp_hl,No,JV5qeeVBySMJuyT,4250,,No,
35,64,Somewhat unclear,No,3198,prosp_hl,Yes,3VnYOiEe6hDaw7e,70880,,Yes,
45,32,Completely clear,No,820,prosp_hl,Yes,dVyUrriHg3wR9Cu,55016,,Yes,
10,8,Completely clear,No,2883,prosp_hl,Yes,MZYeSORprDzNvMk,8251,,No,
8,6,Completely clear,No,3040,prosp_hl,Yes,pKHJGs7jeL8QMOH,6001,,No,
27,16,Completely clear,No,2772,prosp_hl,Yes,YhOsYr2dLOhDW9A,32621,,Yes,
2,2,Completely clear,No,3174,prosp_hl,Yes,auWlHnUHYr15wAb,2250,,Yes,
18,32,Somewhat unclear,No,727,prosp_hl,Yes,tJUYxuGvIWEDpGh,32258,,Yes,
15,16,Clear,No,1029,prosp_hl,Yes,eUDPUsbCQGXGg0i,47255,,Yes,
20,24,Clear,Yes,2366,prosp_hl,Yes,rp2ZfRoxMpw0xyc,24030,,No,
2,2,Clear,No,2236,prosp_hl,No,x11SQs56V3hFJA4,2002,,Yes,
5,6,Completely clear,No,335,prosp_hl,Yes,K9p5bkS6AsQMcJg,6251,,No,
30,32,Completely clear,No,2565,prosp_hl,Yes,YNiyL3b8pOwEocZ,39398,,No,
2,3,Very unclear,No,1563,prosp_hl,Yes,BsLMYzSWIr1R012,3002,,Yes,
60,24,Clear,No,1003,prosp_hl,Yes,bpNokBCDAq0GKiS,79853,,Yes,
2,2,Completely clear,No,732,prosp_hl,Yes,pJY5gT9oufXtEGH,2251,,No,
1,1,Clear,Yes,2525,prosp_hl,Yes,qn1nRvQDG4E68A8,1253,,No,
28,24,Clear,No,2282,prosp_hl,Yes,xqeYx2z27VbTWJ3,24252,,Yes,
15,2,Clear,No,810,prosp_hl,Yes,4bo2Szy23TquH9J,25523,,Yes,
2,4,Somewhat unclear,Yes,374,prosp_hl,Yes,UvskUAdgNXWU3j1,4253,,Yes,
50,6,Completely clear,No,4278,prosp_hl,Yes,g5Vo1YT7EFrJNBq,53650,,No,
30,16,Completely clear,No,2806,prosp_hl,Yes,KTJxds7nL6tqpRQ,77441,,No,
8,3,Completely clear,No,3403,prosp_hl,Yes,8AwjNcmuwb7GUqq,3254,,Yes,
8.7,8,Completely clear,No,2239,prosp_hl,Yes,tJd8CjzHhxaFWGS,8001,,Yes,
3,1,Completely clear,No,2076,prosp_hl,Yes,qzQUYnLmD1FloPs,1254,,No,
15,32,Somewhat unclear,No,1041,prosp_hl,Yes,ypJvxgerUgvKita,45521,,Yes,
10,12,Completely clear,No,3037,prosp_hl,Yes,FfNet1GODQ6zKgM,27797,,Yes,
20,12,Completely clear,No,2613,prosp_hl,Yes,VQMnVF28AVNBSPp,27283,,Yes,
45,48,Completely clear,No,3877,prosp_hl,Yes,eKMnEP6fuU1FHGQ,48259,,Yes,
15,12,Clear,No,1164,prosp_hl,No,9eQzTfDRj06Xdco,12254,,Yes,
5,6,Clear,No,3798,prosp_hl,Yes,4TxvVQH9OUO4PrU,6002,,No,
20,48,Clear,No,2185,prosp_hl,Yes,ZdZ5leuRlthx91c,48254,,Yes,
25,24,Completely clear,No,2484,prosp_hl,No,7CZ3gkuiLR4Lety,24216,,Yes,
37,24,Completely clear,No,4251,prosp_hl,Yes,LJFKwQuNpeFdSxr,24894,,No,
4,4,Completely clear,No,868,prosp_hl,No,abPFNmtJLMmY4e3,4001,,No,
20,16,Clear,No,3106,prosp_hl,Yes,oN2cdxp8Ko2xNWI,24948,,Yes,
3,2,Clear,No,2074,prosp_hl,Yes,7jNsvS0NomzmXde,2252,,No,
20,8,Completely clear,Yes,935,prosp_hl,Yes,o3RMppikhLpBwiW,38558,,No,
45,32,Completely clear,No,2816,prosp_hl,Yes,BNPdcw8c2CqdLNT,32003,,Yes,
10,12,Clear,No,2359,prosp_hl,Yes,b02cGPswRHMaSUY,13050,,Yes,
25,4,Completely clear,No,875,prosp_hl,Yes,cELbFC9lgeHvXdP,4502,,No,
2,3,Completely clear,No,2961,prosp_hl,Yes,fal5KZmtYv8VeA4,3251,,Yes,
30,32,Completely clear,No,2138,prosp_hl,Yes,fHtTtXK9oD7Iu5a,32253,,Yes,
30,24,Completely clear,No,4253,prosp_hl,Yes,mocSpb5xW5c3NBW,24255,,Yes,
4,6,Somewhat unclear,Yes,3976,prosp_hl,Yes,NzqeCLIf3UEBbFC,6251,,No,
60,48,Completely clear,No,3758,prosp_hl,Yes,UEAFc9hfJOA0lhv,48256,,Yes,
5,8,Completely clear,No,2901,prosp_hl,No,XkdjkzGUzGeNlHL,8116,,Yes,
2,2,Clear,No,3361,prosp_hl,Yes,6bpPNsTPVOYuUzO,2256,,Yes,
0.5,3,Completely clear,Yes,1048,prosp_hl,No,nHEKLzZOQeCkgJn,7650,,Yes,
10,16,Very unclear,No,897,prosp_hl,Yes,TwPTBbKYSj8lhDl,107784,,Yes,
10,6,Somewhat unclear,No,1004,prosp_hl,Yes,gKpZZxD3Njouca2,4169,,Yes,
5,4,Completely clear,No,2133,prosp_hl,Yes,jGLkqex8LGhDzfZ,4007,,No,
2,1.5,Completely clear,No,1278,prosp_hl,Yes,GNaU30oY7dI2IBI,1751,,Yes,
0.4,24,Completely clear,Yes,3687,prosp_hl,Yes,gyrofXM0aYfrKf8,24004,,Yes,
5,4,Completely clear,No,3488,prosp_hl,Yes,ewvnUliOYr9jcIh,4253,,Yes,
3,3,Somewhat unclear,Yes,2636,prosp_hl,Yes,XuAcXawb07rnj0i,3003,,No,
4.5,6,Completely clear,No,3744,prosp_hl,Yes,EgoB8mFHyFO5UkG,6105,,No,
25,16,Completely clear,Yes,1978,prosp_hl,Yes,8B4mtj01qIIXiBt,29503,,Yes,
0.3,4,Clear,No,2610,prosp_hl,No,epiis2xC9ppwRkt,4252,,No,
7,6,Completely clear,Yes,2987,prosp_hl,Yes,Y4eJ9Lg1GfP2AuJ,8003,,No,
5,4,Completely clear,Yes,2287,prosp_hl,Yes,8ezHpKYlfuf4fXX,10934,,No,
2.6,6,Completely clear,Yes,2677,prosp_hl,Yes,Rpvv7FYnpTx2Cd7,6203,,No,
7,3,Clear,No,1843,prosp_hl,Yes,kDd6wUL5EfBpvFI,3251,,Yes,
10,12,Completely clear,No,2009,prosp_hl,Yes,BrHrAI5FKx6HjKN,13786,,Yes,
20,12,Completely clear,No,3416,prosp_hl,Yes,hgzwmwXqBMIzBDb,12252,,No,
5,3,Completely clear,No,3226,prosp_hl,Yes,6UH0tNMtiLGT8wS,24142,,Yes,
4.1,4,Clear,Yes,3770,prosp_hl,Yes,pEZO5Y5q4kgSoKT,4001,,Yes,
10,16,Completely clear,Yes,2718,prosp_hl,No,0b0KwhVIJV4mGLC,16252,,Yes,
1,2,Somewhat unclear,No,4178,prosp_hl,Yes,xgtaUqz7zC0SIZl,2253,,Yes,
4,4,Clear,No,582,prosp_hl,Yes,EAGDDsw8UP4as9X,4251,,No,
2,24,Completely clear,Yes,2401,prosp_hl,Yes,R5kpYfjaqIlasO0,24000,,Yes,
20,8,Clear,No,939,prosp_hl,Yes,DO68RaM0oL8lTCS,8399,,Yes,
6,8,Completely clear,No,1950,prosp_hl,No,4QBFF0fHzci51Ta,8258,,Yes,
300,64,Completely clear,Yes,2792,prosp_hl,Yes,CjxKQBDmtoBL4o8,87118,,Yes,
50,64,Completely clear,Yes,3774,prosp_hl,Yes,h2mLmnVfN91GhRZ,64006,,No,
4,6,Somewhat unclear,Yes,3752,prosp_hl,No,TeAe7F9z0P8fnfx,6253,,No,
20,16,Completely clear,No,3056,prosp_hl,Yes,beEayXVc4jK76Jj,16291,,No,
60,64,Completely clear,No,3042,prosp_hl,Yes,SDYo5rvyINYWOCe,85782,,Yes,
20,48,Clear,No,3163,prosp_hl,No,Uaoe0b58vH7wkva,48251,,No,
12,12,Completely clear,No,894,prosp_hl,Yes,Y8Vm9f8KKDznzXw,12251,,Yes,
10,12,Clear,No,734,prosp_hl,Yes,YkfIInO35sUdZve,12038,,No,
20,32,Clear,Yes,3848,prosp_hl,Yes,pEfpitXLAtv6K9s,60325,,Yes,
4,6,Completely clear,Yes,2652,prosp_hl,No,yOkKr4It6qSQVvN,6235,,Yes,
4,2,Completely clear,No,301,prosp_hl,No,vHbZMiel3rhIn3D,2252,,Yes,
5,3,Completely clear,Yes,841,prosp_hl,Yes,oJZFqBVyfObyRxM,3002,,Yes,
8,8,Clear,No,1829,prosp_hl,Yes,TgbCQj4h56ZoFDE,31869,,Yes,
30,32,Completely clear,Yes,2200,prosp_hl,Yes,PnmKiburmrU7ZeA,32758,,Yes,
60,64,Clear,No,3700,prosp_hl,Yes,y131edA2iTUm0BW,64001,,Yes,
30,16,Clear,No,3032,prosp_hl,Yes,fyH8IoT7rgwEYv9,17043,,Yes,
15,8,Completely clear,No,2917,prosp_hl,Yes,A1RlodoIqes5Qb9,14383,,Yes,
3,4,Completely clear,Yes,2886,prosp_hl,Yes,0KOw2p78eTU7wsc,4251,,No,
7,6,Completely clear,No,2279,prosp_hl,Yes,oOKWftyVDeeby0b,6863,,Yes,
90,48,Clear,No,2824,prosp_hl,Yes,ohcCoMdChmn0rni,62329,,No,
10,4,Completely clear,No,1275,prosp_hl,Yes,6G9Lv1pWMK9FnBC,4256,,Yes,
30,24,Clear,No,2378,prosp_hl,No,RGVxQpsrpYCVHq4,24005,,No,
107,64,Completely clear,Yes,3881,prosp_hl,Yes,WCCt528JuktVn66,68420,,No,
0.5,1,Completely clear,No,2628,prosp_hl,No,QeFW2WwryJB86zb,1254,,Yes,
30,32,Clear,No,2024,prosp_hl,Yes,iDTpTKNErpecYJf,32108,,Yes,
15,12,Clear,No,2713,prosp_hl,Yes,akinWeEfM3g7lGH,22479,,Yes,
25,32,Completely clear,Yes,2564,prosp_hl,No,yrnGF5O1k4R437g,32252,,Yes,
4,3,Completely clear,No,1579,prosp_hl,No,E4IYMzIDGiJkBty,3042,,Yes,
15,12,Completely clear,Yes,1072,prosp_hl,Yes,LOwPAOewYGFcRyt,12299,,Yes,
3,3,Completely clear,No,2329,prosp_hl,Yes,MUI2BsVU8aLA7UG,3502,,Yes,
30,16,Clear,No,3775,prosp_hl,Yes,94CVmiV4YyHeuI7,16254,,Yes,
